año,app_name,id
2013,No More Room in Hell,224260
2014,Team Fortress 2,440
2015,Unturned,304930
2015,Slime Rancher,433340
2014,Counter-Strike: Global Offensive,730
2014,Team Fortress 2,440
2015,EverQuest® II Free-To-Play. Your Way.™,201230
2014,Guncraft,241720
2014,Half-Life,70
2014,Sid Meier's Civilization®: Beyond Earth™,65980
2014,A Bird Story,327410
2014,BattleBlock Theater®,238460
2015,Portal 2,620
2014,SPORE™,17390
2014,Radiant Defense,302970
2015,ROCKETSROCKETSROCKETS,289760
2015,Geometry Dash,322170
2015,Counter-Strike: Global Offensive,730
2015,Tales from the Borderlands,330830
2014,Borderlands 2,49520
2014,Killing Floor,1250
2014,Wings of Prey,45300
2015,Rocket League®,252950
2013,Saints Row: The Third,55230
2014,Poker Night 2,234710
2014,Left 4 Dead 2,550
2015,Block N Load,299360
2015,POSTAL 2,223470
2015,Bully: Scholarship Edition,12200
2013,Portal 2,620
2013,Blacklight: Retribution,209870
2015,Soldier Front 2,239660
2015,Counter-Strike Nexon: Zombies,273110
2011,Terraria,105600
2011,Street Fighter® IV,21660
2010,Team Fortress 2,440
2010,Prototype™,10150
2014,DARK SOULS™ II,236430
2014,Game Dev Tycoon,239820
2015,Don't Starve Together,322330
2014,Left 4 Dead 2,550
2013,Team Fortress 2,440
2013,Kerbal Space Program,220200
2013,Burnout Paradise: The Ultimate Box,24740
2012,Terraria,105600
2014,Borderlands 2,49520
2014,BioShock Infinite,8870
2015,Counter-Strike: Global Offensive,730
2015,Ultimate Chicken Horse,386940
2015,AdVenture Capitalist,346900
2015,Guns of Icarus Online,209080
2014,Just Cause 2,8190
2014,Edge of Space,238240
2015,Borderlands 2,49520
2015,Deus Ex: Mankind Divided,337000
2015,XCOM® 2,268500
2015,BioShock™ Remastered,409710
2015,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",409160
2014,Age of Empires® III: Complete Collection,105450
2013,Tomb Raider,203160
2013,FTL: Faster Than Light,212680
2013,Mount & Blade: Warband,48700
2013,The Walking Dead,207610
2014,Counter-Strike: Global Offensive,730
2014,AudioSurf,12900
2014,Rogue Legacy,241600
2013,Team Fortress 2,440
2015,No Man's Sky,275850
2015,Counter-Strike: Global Offensive,730
2011,Mass Effect 2,24980
2011,The Witcher 2: Assassins of Kings Enhanced Edition,20920
2011,Portal 2,620
2011,The Witcher: Enhanced Edition Director's Cut,20900
2014,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,260230
2015,Gamma Bros 1.5,436470
2015,Life is Strange - Episode 1,319630
2013,Fractal: Make Blooms Not War,61310
2012,LOOM™,32340
2015,Garry's Mod,4000
2015,Eternal Senia,351640
2013,Little Inferno,221260
2015,Emily is Away,417860
2014,Sanctum,91600
2013,Portal 2,620
2015,ibb & obb,95400
2015,Dirty Bomb®,333930
2015,The Escapists,298630
2014,Team Fortress 2,440
2014,DayZ,221100
2013,No More Room in Hell,224260
2014,World of Guns: Gun Disassembly,262410
2015,Go! Go! Nippon! ~My First Trip to Japan~,251870
2014,FTL: Faster Than Light,212680
2015,Darkest Dungeon®,262060
2014,Killing Floor,1250
2014,Team Fortress 2,440
2015,Borderlands: The Pre-Sequel,261640
2015,Risen 3 - Titan Lords,249230
2015,Counter-Strike: Global Offensive,730
2014,Warframe,230410
2014,Sid Meier's Civilization® V,8930
2015,Star Conflict,212070
2014,Farming Simulator 15,313160
2015,Puppy Dog: Jigsaw Puzzles,500590
2015,Poker Night 2,234710
2014,Loadout,208090
2015,Counter-Strike: Global Offensive,730
2015,Counter-Strike: Global Offensive,730
2013,Rust,252490
2015,Grand Theft Auto V,271590
2014,Unturned,304930
2013,Left 4 Dead 2,550
2015,Tom Clancy's Rainbow Six® Siege,359550
2014,Euro Truck Simulator 2,227300
2015,Killing Floor,1250
2013,Terraria,105600
2013,Bad Rats: the Rats' Revenge,34900
2014,Team Fortress 2,440
2015,Robocraft,301520
2014,Ace of Spades: Battle Builder,224540
2015,Block N Load,299360
2015,Act of Aggression - Reboot Edition,318020
2015,Elite Dangerous: Pilot Starter Pack,441730
2015,Rise of Nations: Extended Edition,287450
2012,Team Fortress 2,440
2014,Team Fortress 2,440
2015,Team Fortress 2,440
2015,Counter-Strike: Global Offensive,730
2015,Unturned,304930
2015,CoH 2 - Soviet Commander: Soviet Industry Tactics,249082
2015,Sid Meier's Civilization® V,8930
2014,Age of Empires® III: Complete Collection,105450
2012,Puzzle Pirates,99910
2015,Counter-Strike: Global Offensive,730
2014,Garry's Mod,4000
2015,Team Fortress 2,440
2012,Portal 2,620
2015,Prison Architect,233450
2014,Team Fortress 2,440
2014,Garry's Mod,4000
2013,Magicka,42910
2014,Realm of the Mad God,200210
2014,Killing Floor,1250
2014,Spiral Knights,99900
2014,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,218060
2015,Bloons TD 5,306020
2013,Half-Life 2,220
2015,Borderlands 2,49520
2015,The Way of Life Free Edition,310370
2015,Clicker Heroes,363970
2013,AudioSurf,12900
2013,Garry's Mod,4000
2014,Portal 2,620
2013,Call of Duty®: Ghosts,209160
2013,No More Room in Hell,224260
2015,BattleBlock Theater®,238460
2013,Binding of Isaac: Wrath of the Lamb,113204
2015,AdVenture Capitalist,346900
2015,Mount & Blade: Warband,48700
2015,Hatoful Boyfriend,310080
2015,Seduce Me the Otome,367120
2015,Endless Legend™,289130
2015,ARK: Survival Of The Fittest,407530
2015,Tribes: Ascend,17080
2014,Mafia II,50130
2014,Team Fortress 2,440
2015,Counter-Strike: Global Offensive,730
2015,Team Fortress 2,440
2015,Terraria,105600
2015,PAYDAY 2: The Butcher's Western Pack,349830
2014,Team Fortress 2,440
2015,BioShock™,7670
2013,Counter-Strike: Global Offensive,730
2014,Life is Feudal: Your Own,290080
2014,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,234670
2014,Rust,252490
2013,Awesomenauts - the 2D moba,204300
2014,Starbound,211820
2014,Unturned,304930
2013,Team Fortress 2,440
2015,Fistful of Frags,265630
2015,BattleBlock Theater®,238460
2015,South Park™: The Stick of Truth™,213670
2014,Rock of Ages,22230
2014,Garry's Mod,4000
2013,Tomb Raider,203160
2012,Alan Wake,108710
2014,Project Zomboid,108600
2014,Just Cause 2,8190
2014,Dungeon Defenders,65800
2014,Just Cause 2: Multiplayer Mod,259080
2014,Super Hexagon,221640
2015,Mad Max,234140
2015,Team Fortress 2,440
2015,Terraria,105600
2015,Ori and the Blind Forest,261570
2012,Team Fortress 2,440
2014,Mount & Blade: Warband,48700
2013,Terraria,105600
2015,The Witcher: Enhanced Edition Director's Cut,20900
2014,Contagion,238430
2014,Fistful of Frags,265630
2015,Counter-Strike: Global Offensive,730
2014,Team Fortress 2,440
2014,Counter-Strike: Global Offensive,730
2014,Risk of Rain,248820
2015,Sid Meier's Civilization® V,8930
2015,Terraria,105600
2015,Fallout 4,377160
2015,Unturned,304930
2013,Team Fortress 2,440
2015,PlanetSide 2,218230
2015,Counter-Strike: Global Offensive,730
2015,Mount & Blade: Warband,48700
2014,Loadout,208090
2014,Nether: Resurrected,247730
2015,Call of Duty®: Black Ops III,311210
2015,Counter-Strike: Global Offensive,730
2015,NotGTAV,369580
2015,Unturned,304930
2015,Fistful of Frags,265630
2014,Borderlands 2,49520
2015,Halcyon 6: Starbase Commander,371200
2015,Prison Architect,233450
2014,Unturned,304930
2015,Governor of Poker 3,436150
2015,Borderlands: The Pre-Sequel,261640
2013,Team Fortress 2,440
2014,Prince of Persia®: The Sands of Time,13600
2015,Darkest Dungeon®,262060
2015,Company of Heroes 2,231430
2015,World of Guns: Gun Disassembly,262410
2015,Brawlhalla,291550
2015,ARK: Survival Evolved,346110
2014,Sid Meier's Civilization® V,8930
2015,Robocraft,301520
2013,Natural Selection 2,4920
2014,The Walking Dead,207610
2015,Game Dev Tycoon,239820
2015,Warframe,230410
2014,Counter-Strike: Source,240
2014,Age of Empires II HD,221380
2014,Fistful of Frags,265630
2013,Just Cause 2,8190
2014,Counter-Strike: Global Offensive,730
2014,Euro Truck Simulator 2,227300
2014,Super Crate Box,212800
2015,Portal Stories: Mel,317400
2015,Counter-Strike: Global Offensive,730
2015,Batman™: Arkham Knight,208650
2014,Realm of the Mad God,200210
2015,Counter-Strike: Global Offensive,730
2015,Unturned,304930
2015,Terraria,105600
2015,Gang Beasts,285900
2013,PAYDAY™ The Heist,24240
2015,BeamNG.drive,284160
2014,Surgeon Simulator,233720
2014,Terraria,105600
2012,Spiral Knights,99900
2014,Age of Empires II HD,221380
2014,Batman™: Arkham Origins,209000
2012,Team Fortress 2,440
2012,Sid Meier's Civilization® V,8930
2014,Dungeon Defenders Eternity,302270
2014,Call of Duty®: Ghosts,209160
2014,ORION: Prelude,104900
2015,Team Fortress 2,440
2014,Arma 3,107410
2015,Counter-Strike: Global Offensive,730
2015,South Park™: The Stick of Truth™,213670
2015,Rocket League®,252950
2015,Team Fortress 2,440
2014,Sid Meier's Civilization® V,8930
2014,Hotline Miami,219150
2014,Batman: Arkham City - Game of the Year Edition,200260
2014,Source Filmmaker,1840
2015,Brothers - A Tale of Two Sons,225080
2014,DARK SOULS™ II,236430
2014,Monaco: What's Yours Is Mine,113020
2015,DRAGON BALL XENOVERSE,323470
2014,Call of Duty®: Ghosts,209160
2014,Ace Combat Assault Horizon - Enhanced Edition,228400
2015,RimWorld,294100
2015,Garry's Mod,4000
2015,Team Fortress 2,440
2015,Batman: Arkham Asylum Game of the Year Edition,35140
2015,Fallout 4,377160
2015,Dead Space,17470
2015,Saints Row: The Third,55230
2015,LEGO® Worlds,332310
2014,Castle Crashers®,204360
2013,Starbound,211820
2014,Starbound,211820
2014,Starbound,211820
2015,Phantasmal: Survival Horror Roguelike,342550
2013,Post Apocalyptic Mayhem,91900
2014,The Banner Saga,237990
2015,Fallout 4,377160
2013,Garry's Mod,4000
2015,Arma 3,107410
2015,Who's Your Daddy,427730
2015,Garry's Mod,4000
2015,SPORE™,17390
2013,Dystopia,17580
2015,FlatOut,6220
2015,Warface,291480
2015,Unturned,304930
2015,SMITE®,386360
2015,Borderlands 2,49520
2015,DRAGON BALL XENOVERSE,323470
2015,Thief: Deadly Shadows,6980
2015,Dead Bits,303390
2013,How to Survive,250400
2014,Assassin’s Creed® IV Black Flag™,242050
2014,Far Cry 3,220240
2013,Batman: Arkham City - Game of the Year Edition,200260
2015,Team Fortress 2,440
2015,The Forest of Doom,270490
2014,The Tiny Bang Story,96000
2014,Dust: An Elysian Tail,236090
2015,Rust,252490
2015,Arma 3,107410
2015,DayZ,221100
2014,Verde Station,324120
2014,Cortex Command,209670
2015,Executive Assault,331500
2015,Just Cause™ 3,225540
2013,Train Simulator,24010
2014,Guns of Icarus Online,209080
2014,Robocraft,301520
2014,Wargame: Red Dragon,251060
2015,Counter-Strike: Global Offensive,730
2014,SNOW,244930
2015,Reign Of Kings,344760
2014,"Invisible, Inc.",243970
2015,Team Fortress 2,440
2015,Remember Me,228300
2015,Bad Rats: the Rats' Revenge,34900
2015,Dirty Bomb®,333930
2015,Team Fortress 2,440
2014,Warframe,230410
2014,Team Fortress 2,440
2013,Left 4 Dead 2,550
2015,RWBY: Grimm Eclipse,418340
2015,Stardew Valley,413150
2015,This War of Mine,282070
2015,Fallout 4,377160
2015,Borderlands 2,49520
2015,Garry's Mod,4000
2015,Rocket League®,252950
2015,Loadout,208090
2015,Bus Simulator 16,324310
2015,Terraria,105600
2015,Goat Simulator,265930
2015,Unturned,304930
2014,Broforce,274190
2015,Defence Alliance 2,35420
2015,CPUCores :: Maximize Your FPS,384300
2014,Rush Bros.,234490
2015,Heroes & Generals,227940
2015,Ultra Street Fighter® IV,45760
2014,Sweezy Gunner,295730
2015,Counter-Strike: Global Offensive,730
2013,The Walking Dead,207610
2014,Deus Ex: Human Revolution - Director's Cut,238010
2013,Guns of Icarus Online,209080
2014,Starbound,211820
2015,Counter-Strike: Global Offensive,730
2015,Counter-Strike: Global Offensive,730
2013,Fallout: New Vegas,22380
2013,Worms Clan Wars,233840
2014,Starbound,211820
2015,Rising World,324080
2015,Arma 3,107410
2014,Counter-Strike: Global Offensive,730
2014,Starbound,211820
2013,Arma 2: Operation Arrowhead,33930
2015,PlanetSide 2,218230
2015,Stardew Valley,413150
2014,Turbo Dismount™,263760
2014,Farming Simulator 2013 Titanium Edition,220260
2014,ORION: Prelude,104900
2013,Need for Speed Undercover,17430
2014,Terraria,105600
2013,Magicka,42910
2014,Garry's Mod,4000
2014,Rust,252490
2014,Portal 2,620
2014,Outlast,238320
2013,Garry's Mod,4000
2013,Just Cause 2,8190
2014,The Binding of Isaac: Rebirth,250900
2015,Epigenesis,244590
2015,Automation - The Car Company Tycoon Game,293760
2015,The Expendabros,312990
2015,Emily is Away,417860
2015,STAR WARS™ Jedi Knight - Jedi Academy™,6020
2015,Rust,252490
2014,Garry's Mod,4000
2013,PAYDAY™ The Heist,24240
2015,Team Fortress 2,440
2015,Counter-Strike: Global Offensive,730
2015,Unturned,304930
2015,Killing Floor,1250
2014,Five Nights at Freddy's,319510
2015,State of Decay,241540
2015,Sniper Elite 3,238090
2015,Saints Row IV,206420
2015,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,35450
2015,Arma 2: Operation Arrowhead,33930
2015,Counter-Strike: Global Offensive,730
2015,Team Fortress 2,440
2015,Call of Duty®: Black Ops III,311210
2015,Counter-Strike: Global Offensive,730
2013,Borderlands 2,49520
2015,Galactic Civilizations III,226860
2014,Kerbal Space Program,220200
2015,"Please, Don’t Touch Anything",354240
2015,Undertale,391540
2015,Clicker Heroes,363970
2013,Neverwinter,109600
2014,Counter-Strike: Global Offensive,730
2015,Portal 2,620
2014,Team Fortress 2,440
2015,Golf With Your Friends,431240
2012,Peggle Extreme,3483
2012,Red Faction®: Armageddon™,55110
2011,Grand Theft Auto: Episodes from Liberty City,12220
2015,TERA,323370
2015,Hearts of Iron IV,394360
2014,Warframe,230410
2015,Drift Streets Japan,412880
2015,Counter-Strike: Global Offensive,730
2015,Undertale,391540
2015,Shoppe Keep,381120
2015,Stardew Valley,413150
2015,Tomb Raider,203160
2015,Transmissions: Element 120,365300
2015,Sniper Elite V2,63380
2014,STAR WARS™ Jedi Knight - Jedi Academy™,6020
2015,Life is Strange - Episode 1,319630
2015,Cities: Skylines,255710
2013,Warframe,230410
2015,Dragon's Dogma: Dark Arisen,367500
2012,Blacklight: Retribution,209870
2014,DARK SOULS™ II,236430
2014,Counter-Strike: Global Offensive,730
2014,Just Cause 2: Multiplayer Mod,259080
2013,Assassin’s Creed® IV Black Flag™,242050
2014,Middle-earth™: Shadow of Mordor™,241930
2014,Far Cry 3,220240
2015,Bad Rats: the Rats' Revenge,34900
2015,Hyperspace Invaders II: Pixel Edition,397690
2015,Fallout 3,22300
2014,Starbound,211820
2014,PlanetSide 2,218230
2014,Bastion,107100
2015,Alpha Protocol™,34010
2014,PlanetSide 2,218230
2014,Mount & Blade: Warband,48700
2015,Counter-Strike: Global Offensive,730
2015,Counter-Strike: Global Offensive,730
2015,Risk of Rain,248820
2015,Arma 2: Operation Arrowhead,33930
2014,Arma 3,107410
2012,AudioSurf,12900
2011,Half-Life 2,220
2013,Team Fortress 2,440
2015,DOOM,379720
2014,Goat Simulator,265930
2015,Nuclear Throne,242680
2014,King Arthur's Gold,219830
2015,Chivalry: Medieval Warfare,219640
2015,Game of Thrones - A Telltale Games Series,330840
2014,Warframe,230410
2015,Unturned,304930
2013,Portal 2,620
2012,Team Fortress 2,440
2015,Undertale,391540
2014,Sniper Elite V2,63380
2014,APB Reloaded,113400
2014,Left 4 Dead 2,550
2014,Team Fortress 2,440
2015,Tomb Raider,203160
2014,Team Fortress 2,440
2014,ArcheBlade™,207230
2014,PAYDAY™ The Heist,24240
2013,Team Fortress 2,440
2014,Realm of the Mad God,200210
2014,DayZ,221100
2015,Stranded Deep,313120
2014,The Forest,242760
2014,Borderlands: The Pre-Sequel,261640
2015,Romero's Aftermath,349700
2015,Hover,280180
2014,theHunter Classic,253710
2014,BioShock Infinite,8870
2015,Life is Strange - Episode 1,319630
2015,Terraria,105600
2014,Source Filmmaker,1840
2014,Gotham City Impostors Free to Play,206210
2015,Portal,400
2013,Team Fortress 2,440
2014,Team Fortress 2,440
2015,Rocket League®,252950
2014,Sniper Elite 3,238090
2015,Stranded Deep,313120
2015,Arma 3,107410
2015,Prison Architect,233450
2015,Counter-Strike: Global Offensive,730
2013,Day One : Garry's Incident,242800
2014,RPG Maker VX Ace,220700
2014,Hotline Miami,219150
2015,Firewatch,383870
2013,XCOM: Enemy Unknown,200510
2015,DRAGON BALL XENOVERSE,323470
2014,Rogue Legacy,241600
2013,Awesomenauts - the 2D moba,204300
2015,Elsword,237310
2014,Middle-earth™: Shadow of Mordor™,241930
2015,Stellaris,281990
2013,Primal Carnage,215470
2015,Far Cry 3,220240
2015,Counter-Strike: Global Offensive,730
2015,Transistor,237930
2015,Riders of Icarus,442080
2015,Counter-Strike: Global Offensive,730
2015,DARK SOULS™: Prepare To Die™ Edition,211420
2015,Europa Universalis IV,236850
2014,Castle Crashers®,204360
2014,The Elder Scrolls IV: Oblivion® Game of the Year Edition,22330
2015,Warframe,230410
2015,Rocket League®,252950
2013,Team Fortress 2,440
2015,Farming Simulator 2013 Titanium Edition,220260
2014,Rust,252490
2014,Counter-Strike,10
2013,Counter-Strike: Global Offensive,730
2015,Counter-Strike: Global Offensive,730
2014,Rome: Total War™ - Collection,4760
2013,Realm of the Mad God,200210
2014,Unturned,304930
2014,Terraria,105600
2014,Warframe,230410
2014,Portal 2,620
2015,Counter-Strike: Global Offensive,730
2015,Organ Trail: Director's Cut,233740
2015,Universe Sandbox,72200
2015,Need For Speed: Hot Pursuit,47870
2015,DayZ,221100
2013,Game Dev Tycoon,239820
2012,Killing Floor,1250
2015,Go! Go! Nippon! ~My First Trip to Japan~,251870
2015,The Forest,242760
2013,Team Fortress 2,440
2014,Counter-Strike: Global Offensive,730
2015,Rocket League®,252950
2014,Garry's Mod,4000
2015,Unturned,304930
2015,Time of Dragons,353130
2014,Hotline Miami,219150
2015,Robocraft,301520
2014,Rust,252490
2014,Counter-Strike: Global Offensive,730
2010,Team Fortress 2,440
2015,Life is Strange - Episode 1,319630
2014,Hard Reset Extended Edition,98400
2012,Team Fortress 2,440
2015,Evolve Stage 2,273350
2015,Door Kickers,248610
2015,Victor Vran ARPG,345180
2015,Tom Clancy's Rainbow Six® Siege,359550
2013,Total War™: ROME II - Emperor Edition,214950
2014,Octodad: Dadliest Catch,224480
2014,Outlast,238320
2014,Assassin's Creed Freedom Cry,277590
2015,Microsoft Flight Simulator X: Steam Edition,314160
2015,Kerbal Space Program,220200
2015,BioShock Infinite,8870
2015,The Walking Dead: Season 2,261030
2015,Teddy Floppy Ear - The Race,371420
2015,Call of Juarez® Gunslinger,204450
2015,Yet Another Zombie Defense,270550
2015,Sniper Elite V2,63380
2015,Grand Theft Auto V,271590
2015,Mafia II,50130
2015,The Darkness II,67370
2014,Left 4 Dead 2,550
2015,Block N Load,299360
2014,Team Fortress 2,440
2014,Counter-Strike: Source,240
2014,Far Cry 3 - Blood Dragon,233270
2014,Rust,252490
2015,Hurtworld,393420
2014,Fallout: New Vegas,22380
2015,Better Late Than DEAD,352950
2015,Tom Clancy’s The Division™,365590
2015,DayZ,221100
2015,The Elder Scrolls® Online: Tamriel Unlimited™,306130
2015,ARK: Survival Evolved,346110
2015,Killing Floor 2,232090
2014,Don't Starve Together,322330
2015,Robocraft,301520
2015,XCOM® 2,268500
2015,Highschool Romance,398100
2015,One Finger Death Punch,264200
2015,Lambda Wars Beta,270370
2014,Garry's Mod,4000
2014,Scribblenauts Unlimited,218680
2014,DARK SOULS™ II,236430
2014,Hotline Miami,219150
2015,Fractured Space,310380
2014,BioShock Infinite,8870
2015,Dirty Bomb®,333930
2015,Batman: Arkham City - Game of the Year Edition,200260
2015,Rocket League®,252950
2015,Call of Duty®: Advanced Warfare - Gold Edition,209650
2015,Batman: Arkham Asylum Game of the Year Edition,35140
2015,Dungeon Defenders II,236110
2015,Rust,252490
2015,Arma 3,107410
2015,Hotline Miami,219150
2015,Stardew Valley,413150
2015,Counter-Strike: Global Offensive,730
2015,Rocket League®,252950
2015,Emily is Away,417860
2014,Garry's Mod,4000
2014,Unturned,304930
2015,The Old City: Leviathan,297350
2015,Firewatch,383870
2015,Fractured Space,310380
2015,Robocraft,301520
2015,Hacker Evolution,70100
2015,Kingdoms of Amalur: Reckoning™,102500
2015,Garry's Mod,4000
2015,Warframe,230410
2015,PlanetSide 2,218230
2014,Team Fortress 2,440
2014,SPORE™,17390
2013,PlanetSide 2,218230
2014,Dishonored,205100
2015,Unturned,304930
2015,Team Fortress 2,440
2015,8BitMMO,250420
2015,Brawlhalla,291550
2014,Champions of Regnum,222520
2013,Left 4 Dead 2,550
2014,Banished,242920
2015,Rocket League®,252950
2015,Grand Theft Auto V,271590
2014,Terraria,105600
2014,Robocraft,301520
2015,Duelyst,291410
2015,Stellaris,281990
2015,Stardew Valley,413150
2015,The Vanishing of Ethan Carter,258520
2015,Game of Thrones - A Telltale Games Series,330840
2015,To the Moon,206440
2014,DC Universe™ Online,24200
2014,Rust,252490
2013,Team Fortress 2,440
2015,Orcs Must Die! Unchained,427270
2014,Awesomenauts - the 2D moba,204300
2015,Rust,252490
2012,Team Fortress 2,440
2013,DC Universe™ Online,24200
2015,Controller Companion,367670
2014,Road Redemption,300380
2015,Minecraft: Story Mode - A Telltale Games Series,376870
2015,Stranded Deep,313120
2012,Team Fortress 2,440
2014,Batman: Arkham Asylum Game of the Year Edition,35140
2014,Loadout,208090
2014,Unturned,304930
2014,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",4570
2013,Jack Lumber,220900
2015,Team Fortress 2,440
2014,DARK SOULS™ II,236430
2014,Rust,252490
2013,Saints Row: The Third,55230
2015,Borderlands 2,49520
2015,Squad,393380
2014,Goat Simulator,265930
2014,STARWHAL,263020
2015,Don't Starve Together,322330
2015,Time Clickers,385770
2015,Who's Your Daddy,427730
2015,Rocket League®,252950
2015,The Expendabros,312990
2015,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,359050
2015,Unturned,304930
2013,Tomb Raider,203160
2013,Sonic & All-Stars Racing Transformed,212480
2015,Borderlands: The Pre-Sequel,261640
2015,Killing Floor 2,232090
2013,Team Fortress 2,440
2015,The Binding of Isaac: Rebirth,250900
2015,Banished,242920
2013,Supreme Commander 2,40100
2013,Stronghold Kingdoms,47410
2013,PlanetSide 2,218230
2012,Team Fortress 2,440
2011,Portal,400
2011,Altitude,41300
2014,Rust,252490
2014,Warframe,230410
2014,Counter-Strike: Global Offensive,730
2015,Team Fortress 2,440
2015,Mad Max,234140
2015,Dirty Bomb®,333930
2015,Ultimate Arena,385240
2015,E.Y.E: Divine Cybermancy,91700
2015,Dragon's Dogma: Dark Arisen,367500
2015,GemCraft - Chasing Shadows,296490
2014,Sid Meier's Civilization® V,8930
2013,Super Hexagon,221640
2014,METAL GEAR SOLID V: GROUND ZEROES,311340
2015,Need For Speed: Hot Pursuit,47870
2014,Medieval II: Total War™,4700
2014,Rust,252490
2015,Survarium,355840
2015,Trove,304050
2015,AdVenture Capitalist,346900
2015,Double Action: Boogaloo,317360
2015,Warframe,230410
2015,DayZ,221100
2012,Team Fortress 2,440
2015,Undertale,391540
2014,DARK SOULS™: Prepare To Die™ Edition,211420
2014,DARK SOULS™ II,236430
2014,Mount & Blade: Warband,48700
2015,Garry's Mod,4000
2013,Garry's Mod,4000
2015,Planetbase,403190
2015,Clicker Heroes,363970
2014,Counter-Strike: Global Offensive,730
2015,Hotline Miami 2: Wrong Number,274170
2015,Rocket League®,252950
2015,Danganronpa: Trigger Happy Havoc,413410
2014,Team Fortress 2,440
2015,Carpe Diem,423880
2015,Team Fortress 2,440
2015,Counter-Strike: Global Offensive,730
2015,Emily is Away,417860
2014,The Walking Dead,207610
2014,The Elder Scrolls III: Morrowind® Game of the Year Edition,22320
2013,Left 4 Dead 2,550
2014,Portal,400
2015,Half-Life,70
2015,Mad Max,234140
2013,BioShock Infinite,8870
2013,Dishonored,205100
2012,Unreal Tournament 2004: Editor's Choice Edition,13230
2011,Team Fortress 2,440
2015,Banished,242920
2015,Unturned,304930
2015,Yet Another Zombie Defense,270550
2015,Zombie Army Trilogy,301640
2015,Clicker Heroes,363970
2015,Dungeon of the Endless™,249050
2013,Magicka,42910
2014,Risk of Rain,248820
2014,Counter-Strike: Global Offensive,730
2015,Shadow Warrior,233130
2015,Emily is Away,417860
2015,Layers of Fear,391720
2015,the static speaks my name,387860
2014,Borderlands 2,49520
2015,No More Room in Hell,224260
2013,Tiny and Big: Grandpa's Leftovers,205910
2013,Counter-Strike: Source,240
2015,Besiege,346010
2014,Terraria,105600
2015,Rocket League®,252950
2015,PAYDAY 2: The Point Break Heists,422400
2014,Amazing World™,293500
2014,Don't Starve Together,322330
2014,Warframe,230410
2014,BattleBlock Theater®,238460
2015,Warframe,230410
2015,"Warhammer® 40,000™: Dawn of War® II - Retribution - The Last Stand Necron Overlord",378041
2015,Antichamber,219890
2014,Terraria,105600
2013,Alien Swarm,630
2014,Counter-Strike: Global Offensive,730
2015,Star Conflict,212070
2015,Rocket League®,252950
2014,Counter-Strike,10
2015,Unturned,304930
2014,APB Reloaded,113400
2014,LEGO® Marvel™ Super Heroes,249130
2014,Hero Siege,269210
2013,Commander Keen,9180
2015,Maximum Override,389220
2013,Soldier Front 2,239660
2014,Awesomenauts - the 2D moba,204300
2014,E.Y.E: Divine Cybermancy,91700
2015,SUPERHOT,322500
2015,Verdun,242860
2015,No Man's Sky,275850
2014,Counter-Strike: Source,240
2014,Terraria,105600
2014,Team Fortress 2,440
2014,Borderlands: The Pre-Sequel,261640
2014,"Sir, You Are Being Hunted",242880
2014,The Walking Dead,207610
2015,Counter-Strike: Global Offensive,730
2015,Rust,252490
2014,Loadout,208090
2015,Murder Miners,274900
2015,ARK: Survival Evolved,346110
2015,Team Fortress 2,440
2013,Team Fortress 2,440
2015,Rocket League®,252950
2015,DayZ,221100
2015,Unturned,304930
2014,Starbound,211820
2015,Fallout: New Vegas,22380
2014,Monaco: What's Yours Is Mine,113020
2014,Unturned,304930
2015,Life is Strange - Episode 1,319630
2014,Gone Home,232430
2015,Shantae and the Pirate's Curse,345820
2015,Counter-Strike: Global Offensive,730
2014,Heroes & Generals,227940
2015,Verdun,242860
2014,Middle-earth™: Shadow of Mordor™,241930
2014,Borderlands 2,49520
2014,Saints Row IV,206420
2013,Dishonored,205100
2015,Tom Clancy’s The Division™,365590
2015,DARK SOULS™ III,374320
2014,The Wolf Among Us,250320
2015,MechWarrior Online™,342200
2015,Left 4 Dead 2,550
2015,Besiege,346010
2015,Unturned,304930
2015,Portal 2,620
2015,GemCraft - Chasing Shadows,296490
2015,Banished,242920
2015,Transistor,237930
2015,Terraria,105600
2014,Deadnaut,337040
2014,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,35450
2014,Chivalry: Medieval Warfare,219640
2015,Arma 2: Operation Arrowhead,33930
2014,Magicka,42910
2014,Portal 2,620
2015,Sid Meier's Civilization® V,8930
2015,Call to Arms,302670
2015,Killing Floor 2,232090
2014,Five Nights at Freddy's 2,332800
2013,Killing Floor,1250
2015,Terraria,105600
2015,Realm of the Mad God,200210
2013,Garry's Mod,4000
2015,Counter-Strike: Global Offensive,730
2015,Sanctum 2,210770
2013,Left 4 Dead 2,550
2014,Dungeon Defenders II,236110
2014,XCOM: Enemy Unknown,200510
2015,Grand Theft Auto V,271590
2013,Borderlands 2,49520
2015,ARK: Survival Evolved,346110
2015,I am Bread,327890
2015,Reign Of Kings,344760
2014,Goat Simulator,265930
